formula,T,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char
Ca0.96La0.04MnO3,700,4,0.661005,0.613649,0.600894,0.600069,0.600002,8,57,49,14.096,7.3152,8,7,87,80,64.048,27.5424,87,15.9994,138.905,122.906,29.3935,16.0729,15.9994,54.8,1519,1464.2,560.304,606.605,54.8,2,16,14,11.408,5.5104,16,2,6,4,2.816,0.9792,2,66,207,141,102.848,44.2176,66,1,3.44,2.44,2.5748,1.03824,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.008,1.5968,0,0,0,0,0,0,0,2,7,5,5.408,1.3472,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.072,1.69805,0,0,0,0,0,0,0,0,9,9,2.272,1.19885,2,9.105,37.77,28.665,15.1075,9.05103,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241e-05,9.92386e-05,0,12,225,213,95.352,100.022,12,2,2.4,1.008,0,False,0.774266,0.166524
Ca0.96La0.04MnO3,1000,4,0.661005,0.613649,0.600894,0.600069,0.600002,8,57,49,14.096,7.3152,8,7,87,80,64.048,27.5424,87,15.9994,138.905,122.906,29.3935,16.0729,15.9994,54.8,1519,1464.2,560.304,606.605,54.8,2,16,14,11.408,5.5104,16,2,6,4,2.816,0.9792,2,66,207,141,102.848,44.2176,66,1,3.44,2.44,2.5748,1.03824,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.008,1.5968,0,0,0,0,0,0,0,2,7,5,5.408,1.3472,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.072,1.69805,0,0,0,0,0,0,0,0,9,9,2.272,1.19885,2,9.105,37.77,28.665,15.1075,9.05103,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241e-05,9.92386e-05,0,12,225,213,95.352,100.022,12,2,2.4,1.008,0,False,0.774266,0.166524
Ca0.94La0.06MnO3,300,4,0.659915,0.613266,0.600854,0.600065,0.600002,8,57,49,14.244,7.4928,8,7,87,80,64.072,27.5136,87,15.9994,138.905,122.906,29.7888,16.5473,15.9994,54.8,1519,1464.2,560.616,606.979,54.8,2,16,14,11.412,5.5056,16,2,6,4,2.824,0.9888,2,66,207,141,102.972,44.3664,66,1,3.44,2.44,2.5752,1.03776,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.012,1.5952,0,0,0,0,0,0,0,2,7,5,5.412,1.3408,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.108,1.74621,0,0,0,0,0,0,0,0,9,9,2.308,1.23741,2,9.105,37.77,28.665,15.104,9.04544,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241e-05,9.92386e-05,0,12,225,213,95.228,99.8736,12,2,2.4,1.012,0,False,0.774266,0.166439
Ca0.94La0.06MnO3,400,4,0.659915,0.613266,0.600854,0.600065,0.600002,8,57,49,14.244,7.4928,8,7,87,80,64.072,27.5136,87,15.9994,138.905,122.906,29.7888,16.5473,15.9994,54.8,1519,1464.2,560.616,606.979,54.8,2,16,14,11.412,5.5056,16,2,6,4,2.824,0.9888,2,66,207,141,102.972,44.3664,66,1,3.44,2.44,2.5752,1.03776,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.012,1.5952,0,0,0,0,0,0,0,2,7,5,5.412,1.3408,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.108,1.74621,0,0,0,0,0,0,0,0,9,9,2.308,1.23741,2,9.105,37.77,28.665,15.104,9.04544,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241e-05,9.92386e-05,0,12,225,213,95.228,99.8736,12,2,2.4,1.012,0,False,0.774266,0.166439
Ca0.94La0.06MnO3,700,4,0.659915,0.613266,0.600854,0.600065,0.600002,8,57,49,14.244,7.4928,8,7,87,80,64.072,27.5136,87,15.9994,138.905,122.906,29.7888,16.5473,15.9994,54.8,1519,1464.2,560.616,606.979,54.8,2,16,14,11.412,5.5056,16,2,6,4,2.824,0.9888,2,66,207,141,102.972,44.3664,66,1,3.44,2.44,2.5752,1.03776,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.012,1.5952,0,0,0,0,0,0,0,2,7,5,5.412,1.3408,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.108,1.74621,0,0,0,0,0,0,0,0,9,9,2.308,1.23741,2,9.105,37.77,28.665,15.104,9.04544,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241e-05,9.92386e-05,0,12,225,213,95.228,99.8736,12,2,2.4,1.012,0,False,0.774266,0.166439
Ca0.94La0.06MnO3,1000,4,0.659915,0.613266,0.600854,0.600065,0.600002,8,57,49,14.244,7.4928,8,7,87,80,64.072,27.5136,87,15.9994,138.905,122.906,29.7888,16.5473,15.9994,54.8,1519,1464.2,560.616,606.979,54.8,2,16,14,11.412,5.5056,16,2,6,4,2.824,0.9888,2,66,207,141,102.972,44.3664,66,1,3.44,2.44,2.5752,1.03776,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.012,1.5952,0,0,0,0,0,0,0,2,7,5,5.412,1.3408,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.108,1.74621,0,0,0,0,0,0,0,0,9,9,2.308,1.23741,2,9.105,37.77,28.665,15.104,9.04544,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241e-05,9.92386e-05,0,12,225,213,95.228,99.8736,12,2,2.4,1.012,0,False,0.774266,0.166439
Ca0.92La0.08MnO3,300,4,0.658872,0.6129,0.600817,0.600061,0.600001,8,57,49,14.392,7.6704,8,7,87,80,64.096,27.4848,87,15.9994,138.905,122.906,30.1841,17.0216,15.9994,54.8,1519,1464.2,560.928,607.354,54.8,2,16,14,11.416,5.5008,16,2,6,4,2.832,0.9984,2,66,207,141,103.096,44.5152,66,1,3.44,2.44,2.5756,1.03728,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.016,1.5936,0,0,0,0,0,0,0,2,7,5,5.416,1.3344,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.144,1.79379,0,0,0,0,0,0,0,0,9,9,2.344,1.27539,2,9.105,37.77,28.665,15.1006,9.03986,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241e-05,9.92386e-05,0,12,225,213,95.104,99.7248,12,2,2.4,1.016,0,False,0.774266,0.166353
Ca0.92La0.08MnO3,400,4,0.658872,0.6129,0.600817,0.600061,0.600001,8,57,49,14.392,7.6704,8,7,87,80,64.096,27.4848,87,15.9994,138.905,122.906,30.1841,17.0216,15.9994,54.8,1519,1464.2,560.928,607.354,54.8,2,16,14,11.416,5.5008,16,2,6,4,2.832,0.9984,2,66,207,141,103.096,44.5152,66,1,3.44,2.44,2.5756,1.03728,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.016,1.5936,0,0,0,0,0,0,0,2,7,5,5.416,1.3344,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.144,1.79379,0,0,0,0,0,0,0,0,9,9,2.344,1.27539,2,9.105,37.77,28.665,15.1006,9.03986,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241e-05,9.92386e-05,0,12,225,213,95.104,99.7248,12,2,2.4,1.016,0,False,0.774266,0.166353
Ca0.92La0.08MnO3,700,4,0.658872,0.6129,0.600817,0.600061,0.600001,8,57,49,14.392,7.6704,8,7,87,80,64.096,27.4848,87,15.9994,138.905,122.906,30.1841,17.0216,15.9994,54.8,1519,1464.2,560.928,607.354,54.8,2,16,14,11.416,5.5008,16,2,6,4,2.832,0.9984,2,66,207,141,103.096,44.5152,66,1,3.44,2.44,2.5756,1.03728,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.016,1.5936,0,0,0,0,0,0,0,2,7,5,5.416,1.3344,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.144,1.79379,0,0,0,0,0,0,0,0,9,9,2.344,1.27539,2,9.105,37.77,28.665,15.1006,9.03986,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241e-05,9.92386e-05,0,12,225,213,95.104,99.7248,12,2,2.4,1.016,0,False,0.774266,0.166353
Ca0.92La0.08MnO3,1000,4,0.658872,0.6129,0.600817,0.600061,0.600001,8,57,49,14.392,7.6704,8,7,87,80,64.096,27.4848,87,15.9994,138.905,122.906,30.1841,17.0216,15.9994,54.8,1519,1464.2,560.928,607.354,54.8,2,16,14,11.416,5.5008,16,2,6,4,2.832,0.9984,2,66,207,141,103.096,44.5152,66,1,3.44,2.44,2.5756,1.03728,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.016,1.5936,0,0,0,0,0,0,0,2,7,5,5.416,1.3344,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.144,1.79379,0,0,0,0,0,0,0,0,9,9,2.344,1.27539,2,9.105,37.77,28.665,15.1006,9.03986,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241e-05,9.92386e-05,0,12,225,213,95.104,99.7248,12,2,2.4,1.016,0,False,0.774266,0.166353
NiO,700,2,0.707107,0.629961,0.574349,0.552045,0.535887,8,28,20,18,10,8,61,87,26,74,13,61,15.9994,58.6934,42.694,37.3464,21.347,15.9994,54.8,1728,1673.2,891.4,836.6,54.8,10,16,6,13,3,10,2,4,2,3,1,2,66,124,58,95,29,66,1.91,3.44,1.53,2.675,0.765,1.91,2,2,0,2,0,2,0,4,4,2,2,0,0,8,8,4,4,0,0,0,0,0,0,0,6,10,4,8,2,6,0,0,0,0,0,0,0,2,2,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,2,2,0,2,0,2,9.105,10.32,1.215,9.7125,0.6075,9.105,0,0,0,0,0,0,0,0.595395,0.595395,0.297697,0.297697,0,12,225,213,118.5,106.5,12,2,2,4,0,True,0.443019,0.110755
NiO,1000,2,0.707107,0.629961,0.574349,0.552045,0.535887,8,28,20,18,10,8,61,87,26,74,13,61,15.9994,58.6934,42.694,37.3464,21.347,15.9994,54.8,1728,1673.2,891.4,836.6,54.8,10,16,6,13,3,10,2,4,2,3,1,2,66,124,58,95,29,66,1.91,3.44,1.53,2.675,0.765,1.91,2,2,0,2,0,2,0,4,4,2,2,0,0,8,8,4,4,0,0,0,0,0,0,0,6,10,4,8,2,6,0,0,0,0,0,0,0,2,2,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,2,2,0,2,0,2,9.105,10.32,1.215,9.7125,0.6075,9.105,0,0,0,0,0,0,0,0.595395,0.595395,0.297697,0.297697,0,12,225,213,118.5,106.5,12,2,2,4,0,True,0.443019,0.110755
