# Outliers,Original Index,Temperature (K),Electrical Resistivity (Ohm m),Seebeck Coefficient (V/K),Thermal Conductivity (W/(m K)),Figure of Merit,Thermopower (V/K),Thermal Conductivity x Figure of Merit (W/m K),Power Factor (W/(K^2 m)),Formula,Series,Series Index,Family,Electrical Conductivity (S/m),Preparative Route,Final Form,Authors,DOI,Comments,Cell Volume (A^3),Formula Units per Cell,Atoms per Formula Unit,Total Atoms Per Unit Cell,Average Atomic Volume,Author of Unit Cell,Unit Cell DOI,ICSD ID,Electronic over Total Thermal Conductivity,Space Group,Number of Symmetry Elements
outliers,orig_index,T,rho,seebeck,kappa,zT,seebeck_abs,kappa_zT,power_factor,formula,series,x,family,sigma,preparative_route,final_form,authors,doi,comments,cell_volume,formula_units_per_cell,atoms_per_formula_unit,total_atoms_per_unit_cell,average_atomic_volume,author_of_unit_cell,unit_cell_doi,icsd_id,kel/ktot,space_group,symmetry_elements
,573,1000,0.0002605306488,0.000118607,,,0.000118607,0.05399602892,0.00005399602892,Ca3Co4O9,Lax(Ca3Co4O9),0,Ca3Co4O9,,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,,12,8
,574,300,0.0004077737997,0.0000621344,,,0.0000621344,0.002840312693,0.000009467708975,La0.05Ca2.85Co3.8O8.55,Lax(Ca3Co4O9),0.05,Ca3Co4O9,,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,,12,8
,575,400,0.0003783178475,0.000070013,,,0.000070013,0.005182753287,0.00001295688322,La0.05Ca2.85Co3.8O8.55,Lax(Ca3Co4O9),0.05,Ca3Co4O9,,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,,12,8
,576,700,0.0002510972952,0.00008858,,,0.00008858,0.02187395717,0.00003124851024,La0.05Ca2.85Co3.8O8.55,Lax(Ca3Co4O9),0.05,Ca3Co4O9,,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,,12,8
,577,1000,0.0001908611848,0.000123896,,,0.000123896,0.08042608997,0.00008042608997,La0.05Ca2.85Co3.8O8.55,Lax(Ca3Co4O9),0.05,Ca3Co4O9,,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,,12,8
,578,300,0.0005960825455,0.0000597107,,,0.0000597107,0.001794399645,0.000005981332152,La0.3Ca2.7Co4O9,Lax(Ca3Co4O9),0.1,Ca3Co4O9,,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,,12,8
,579,400,0.0003867559299,0.0000684692,,,0.0000684692,0.004848568294,0.00001212142074,La0.3Ca2.7Co4O9,Lax(Ca3Co4O9),0.1,Ca3Co4O9,,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,,12,8
,580,700,0.0002069767731,0.000092437,,,0.000092437,0.02889802169,0.00004128288813,La0.3Ca2.7Co4O9,Lax(Ca3Co4O9),0.1,Ca3Co4O9,,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,,12,8
,581,1000,0.0001504012706,0.00012687,,,0.00012687,0.1070203519,0.0001070203519,La0.3Ca2.7Co4O9,Lax(Ca3Co4O9),0.1,Ca3Co4O9,,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,,12,8
,582,300,0.0004309434645,0.0000653296,,,0.0000653296,0.002971125208,0.000009903750695,La0.45Ca2.55Co4O9,Lax(Ca3Co4O9),0.15,Ca3Co4O9,,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,,12,8
,583,400,0.0003725032967,0.0000730975,,,0.0000730975,0.005737661443,0.00001434415361,La0.45Ca2.55Co4O9,Lax(Ca3Co4O9),0.15,Ca3Co4O9,,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,,12,8
,584,700,0.0002297002412,0.0000950781,,,0.0000950781,0.02754847595,0.00003935496564,La0.45Ca2.55Co4O9,Lax(Ca3Co4O9),0.15,Ca3Co4O9,,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,,12,8
,585,1000,0.0001759148009,0.000131717,,,0.000131717,0.09862369736,0.00009862369736,La0.45Ca2.55Co4O9,Lax(Ca3Co4O9),0.15,Ca3Co4O9,,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,,12,8
,586,300,0.00000508654,0.0000215075,1.9384,0.0140745738,0.0000215075,0.02728215386,0.00009094051285,Cr1.3Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,269.41,1,15.3,15.3,17.60849673,Harbrecht,http://dx.doi.org/10.1016/0925-8388(92)90288-K,40697,0.742412398,2,2
,587,400,0.00000551923,0.000027071,2.1055,0.0252252135,0.000027071,0.05311168703,0.0001327792176,Cr1.3Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,269.41,1,15.3,15.3,17.60849673,Harbrecht,http://dx.doi.org/10.1016/0925-8388(92)90288-K,40697,0.8398777563,2,2
,588,700,0.00000693269,0.00005122,2.6905,0.09845605066,0.00005122,0.2648960043,0.0003784228633,Cr1.3Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,269.41,1,15.3,15.3,17.60849673,Harbrecht,http://dx.doi.org/10.1016/0925-8388(92)90288-K,40697,0.9156997363,2,2
,589,1000,0.00000814423,0.0000699615,3.1915,0.1883099838,0.0000699615,0.6009913131,0.0006009913131,Cr1.3Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,269.41,1,15.3,15.3,17.60849673,Harbrecht,http://dx.doi.org/10.1016/0925-8388(92)90288-K,40697,0.938739187,2,2
,590,300,0.00000690385,0.0000272882,1.4323,0.02259153263,0.0000272882,0.03235785218,0.0001078595073,Mn1.3Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,816.76,3,15,45,18.15022222,Levi,http://dx.doi.org/10.1021/ic900805g,249898,0.7402624875,148,6
,591,400,0.00000736538,0.0000309869,1.6274,0.03204252875,0.0000309869,0.05214601129,0.0001303650282,Mn1.3Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,816.76,3,15,45,18.15022222,Levi,http://dx.doi.org/10.1021/ic900805g,249898,0.8142548383,148,6
,592,700,0.00000877885,0.0000476766,2.3532,0.0770215271,0.0000476766,0.1812470576,0.0002589243679,Mn1.3Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,816.76,3,15,45,18.15022222,Levi,http://dx.doi.org/10.1021/ic900805g,249898,0.8267827333,148,6
,593,1000,0.00000961538,0.0000574673,2.8822,0.1191656318,0.0000574673,0.3434591841,0.0003434591841,Mn1.3Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,816.76,3,15,45,18.15022222,Levi,http://dx.doi.org/10.1021/ic900805g,249898,0.8804389765,148,6
,594,300,0.0000065,0.0000226264,1.4885,0.01587413174,0.0000226264,0.02362864509,0.0000787621503,Fe1.3Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,807.22,3,15,45,17.93822222,Wada,http://dx.doi.org/10.1016/0022-5088(85)90147-X,632653,0.7565695977,148,6
,595,400,0.00000673077,0.0000281894,1.8524,0.02549365669,0.0000281894,0.04722444965,0.0001180611241,Fe1.3Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,807.22,3,15,45,17.93822222,Wada,http://dx.doi.org/10.1016/0022-5088(85)90147-X,632653,0.7827990591,148,6
,596,700,0.00000759615,0.0000452526,2.775,0.06800308168,0.0000452526,0.1887085517,0.0002695836452,Fe1.3Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,807.22,3,15,45,17.93822222,Wada,http://dx.doi.org/10.1016/0022-5088(85)90147-X,632653,0.8102729613,148,6
,597,1000,0.00000825962,0.0000539242,3.4165,0.1030447641,0.0000539242,0.3520524365,0.0003520524365,Fe1.3Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,807.22,3,15,45,17.93822222,Wada,http://dx.doi.org/10.1016/0022-5088(85)90147-X,632653,0.8646659042,148,6
,598,300,0.00000618269,0.00000826675,1.7135,0.001935215271,0.00000826675,0.003315991368,0.00001105330456,Ni2.0Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,801.34,3,16,48,16.69458333,Ritter,http://dx.doi.org/10.1007/BF01320505,602930,0.6909545814,148,6
,599,400,0.00000511538,0.00000916846,2.3304,0.002820618875,0.00000916846,0.006573170226,0.00001643292556,Ni2.0Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,801.34,3,16,48,16.69458333,Ritter,http://dx.doi.org/10.1007/BF01320505,602930,0.8187313965,148,6
,600,700,0.00000456731,0.0000208232,4.2372,0.0156838806,0.0000208232,0.06645573889,0.00009493676984,Ni2.0Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,801.34,3,16,48,16.69458333,Ritter,http://dx.doi.org/10.1007/BF01320505,602930,0.8825684799,148,6
,601,1000,0.00000468269,0.0000332249,5.9752,0.03945295259,0.0000332249,0.2357392823,0.0002357392823,Ni2.0Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,801.34,3,16,48,16.69458333,Ritter,http://dx.doi.org/10.1007/BF01320505,602930,0.8720511759,148,6
,602,300,0.00000831731,0.0000478006,1.3479,0.06114309081,0.0000478006,0.0824147721,0.000274715907,Cu4.0Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,853.58,6,9,54,15.80703704,Fischer,http://dx.doi.org/10.1006/jssc.1993.1007,602374,0.6529358568,148,6
,603,400,0.00001025,0.0000615689,1.4306,0.1034047989,0.0000615689,0.1479309053,0.0003698272631,Cu4.0Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,853.58,6,9,54,15.80703704,Fischer,http://dx.doi.org/10.1006/jssc.1993.1007,602374,0.6655914455,148,6
,604,700,0.0000168846,0.0001053,1.7908,0.2566947108,0.0001053,0.4596888881,0.0006566984116,Cu4.0Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,853.58,6,9,54,15.80703704,Fischer,http://dx.doi.org/10.1006/jssc.1993.1007,602374,0.5648719431,148,6
,605,1000,0.0000217885,0.000132993,2.0386,0.39819721,0.000132993,0.8117648323,0.0008117648323,Cu4.0Mo6S8,TMMo6S8,,TMMo6S8,,"solid state reaction, vacuum",polycrystalline,Ohta2010JEM,http://dx.doi.org/10.1007/s11664-009-0975-0,,853.58,6,9,54,15.80703704,Fischer,http://dx.doi.org/10.1006/jssc.1993.1007,602374,0.549326403,148,6
,606,300,0.00003705583944,-0.0000826524,3.5909,0.01540182645,0.0000826524,0.0553064186,0.0001843547287,Ca0.9Bi0.1MnO3,Ca1-xBixMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,213.57,4,5,20,10.6785,Sousa,http://dx.doi.org/10.1016/S1293-2558(03)00028-1,98592,0.05501119942,62,8
,607,400,0.00003996594901,-0.000100786,3.1467,0.03230836196,0.000100786,0.1016647226,0.0002541618064,Ca0.9Bi0.1MnO3,Ca1-xBixMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,213.57,4,5,20,10.6785,Sousa,http://dx.doi.org/10.1016/S1293-2558(03)00028-1,98592,0.07760761687,62,8
,608,700,0.00004997001799,-0.000119707,2.2145,0.09064668861,0.000119707,0.2007370919,0.0002867672742,Ca0.9Bi0.1MnO3,Ca1-xBixMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,213.57,4,5,20,10.6785,Sousa,http://dx.doi.org/10.1016/S1293-2558(03)00028-1,98592,0.1543485934,62,8
,609,1000,0.00005189332807,-0.0000960071,1.8414,0.09645995169,0.0000960071,0.177621355,0.000177621355,Ca0.9Bi0.1MnO3,Ca1-xBixMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,213.57,4,5,20,10.6785,Sousa,http://dx.doi.org/10.1016/S1293-2558(03)00028-1,98592,0.2553466493,62,8
,610,300,0.00007290755322,-0.0000491829,,,0.0000491829,0.009953526948,0.00003317842316,Ca0.9Ce0.1MnO3,Ca1-xCexMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,215.14,4,5,20,10.757,Kennedy,http://dx.doi.org/10.1016/j.jssc.2008.12.032,246406,,62,8
,611,400,0.00006446871333,-0.0000553822,,,0.0000553822,0.01903055245,0.00004757638114,Ca0.9Ce0.1MnO3,Ca1-xCexMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,215.14,4,5,20,10.757,Kennedy,http://dx.doi.org/10.1016/j.jssc.2008.12.032,246406,,62,8
,612,700,0.00006657302062,-0.0000599632,,,0.0000599632,0.03780675302,0.00005400964716,Ca0.9Ce0.1MnO3,Ca1-xCexMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,215.14,4,5,20,10.757,Kennedy,http://dx.doi.org/10.1016/j.jssc.2008.12.032,246406,,62,8
,613,1000,0.00007892597533,-0.0000804739,,,0.0000804739,0.08205218313,0.00008205218313,Ca0.9Ce0.1MnO3,Ca1-xCexMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,215.14,4,5,20,10.757,Kennedy,http://dx.doi.org/10.1016/j.jssc.2008.12.032,246406,,62,8
,614,300,0.0001775574487,-0.0000866384,,,0.0000866384,0.01268245136,0.00004227483786,Ca0.9Y0.1MnO3,Ca1-xYxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,215.14,4,5,20,10.757,Kennedy,http://dx.doi.org/10.1016/j.jssc.2008.12.032,246406,,62,8
,615,400,0.000151339506,-0.0000912314,,,0.0000912314,0.02199866662,0.00005499666655,Ca0.9Y0.1MnO3,Ca1-xYxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,215.14,4,5,20,10.757,Kennedy,http://dx.doi.org/10.1016/j.jssc.2008.12.032,246406,,62,8
,616,700,0.0001585924602,-0.000102587,,,0.000102587,0.04645154498,0.00006635934997,Ca0.9Y0.1MnO3,Ca1-xYxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,215.14,4,5,20,10.757,Kennedy,http://dx.doi.org/10.1016/j.jssc.2008.12.032,246406,,62,8
,617,1000,0.0001759838376,-0.000107567,,,0.000107567,0.06574842124,0.00006574842124,Ca0.9Y0.1MnO3,Ca1-xYxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,215.14,4,5,20,10.757,Kennedy,http://dx.doi.org/10.1016/j.jssc.2008.12.032,246406,,62,8
,618,300,0.00008634907477,-0.000102175,,,0.000102175,0.03627044292,0.0001209014764,Ca0.9Sm0.1MnO3,Ca1-xSmxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,210.39,4,5,20,10.5195,Wang,http://dx.doi.org/10.1021/jp809049s,164748,,62,8
,619,400,0.0000746898504,-0.000105968,,,0.000105968,0.06013784719,0.000150344618,Ca0.9Sm0.1MnO3,Ca1-xSmxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,210.39,4,5,20,10.5195,Wang,http://dx.doi.org/10.1021/jp809049s,164748,,62,8
,620,700,0.00007884569897,-0.000146796,,,0.000146796,0.1913147594,0.0002733067992,Ca0.9Sm0.1MnO3,Ca1-xSmxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,210.39,4,5,20,10.5195,Wang,http://dx.doi.org/10.1021/jp809049s,164748,,62,8
,621,1000,0.00007834534629,-0.000122707,,,0.000122707,0.1921876482,0.0001921876482,Ca0.9Sm0.1MnO3,Ca1-xSmxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,210.39,4,5,20,10.5195,Wang,http://dx.doi.org/10.1021/jp809049s,164748,,62,8
,622,300,0.004620388852,-0.0000699028,,,0.0000699028,0.0003172720914,0.000001057573638,Ca0.9Sb0.1MnO3,Ca1-xSbxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,210.39,4,5,20,10.5195,Wang,http://dx.doi.org/10.1021/jp809049s,164748,,62,8
,623,400,0.001152837421,-0.0000709189,,,0.0000709189,0.001745082276,0.00000436270569,Ca0.9Sb0.1MnO3,Ca1-xSbxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,210.39,4,5,20,10.5195,Wang,http://dx.doi.org/10.1021/jp809049s,164748,,62,8
,624,700,0.0006706638231,-0.0000810778,,,0.0000810778,0.006861152486,0.000009801646409,Ca0.9Sb0.1MnO3,Ca1-xSbxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,210.39,4,5,20,10.5195,Wang,http://dx.doi.org/10.1021/jp809049s,164748,,62,8
,625,1000,0.0006423185129,-0.0000701149,,,0.0000701149,0.007653678204,0.000007653678204,Ca0.9Sb0.1MnO3,Ca1-xSbxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,210.39,4,5,20,10.5195,Wang,http://dx.doi.org/10.1021/jp809049s,164748,,62,8
,626,300,0.00007963495337,-0.0000930096,,,0.0000930096,0.03258915335,0.0001086305112,Ca0.9La0.1MnO3,Ca1-xLaxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,627,400,0.00006990171818,-0.000098403,,,0.000098403,0.05541008525,0.0001385252131,Ca0.9La0.1MnO3,Ca1-xLaxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,628,700,0.00008549054475,-0.000116934,,,0.000116934,0.1119596591,0.0001599423702,Ca0.9La0.1MnO3,Ca1-xLaxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,629,1000,0.0001028569548,-0.000088437,,,0.000088437,0.07603864013,0.00007603864013,Ca0.9La0.1MnO3,Ca1-xLaxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,630,300,0.0004453827174,-0.000274285,,,0.000274285,0.05067479605,0.0001689159868,Ca0.9Pb0.1MnO3,Ca1-xPbxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,631,400,0.0005246920058,-0.000266152,,,0.000266152,0.05400264256,0.0001350066064,Ca0.9Pb0.1MnO3,Ca1-xPbxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,632,700,0.0006050229001,-0.000277092,,,0.000277092,0.08883297395,0.0001269042485,Ca0.9Pb0.1MnO3,Ca1-xPbxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,633,1000,0.0004681735613,-0.000114746,,,0.000114746,0.02812342602,0.00002812342602,Ca0.9Pb0.1MnO3,Ca1-xPbxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,634,300,0.002149931955,-0.000348389,,,0.000348389,0.01693656793,0.00005645522644,Ca0.9In0.1MnO3,Ca1-xInxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,635,400,0.002046136281,-0.000356591,,,0.000356591,0.02485800041,0.00006214500103,Ca0.9In0.1MnO3,Ca1-xInxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,636,700,0.002307976366,-0.000410971,,,0.000410971,0.0512258339,0.00007317976272,Ca0.9In0.1MnO3,Ca1-xInxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,637,1000,0.001734328607,-0.000234678,,,0.000234678,0.03175509155,0.00003175509155,Ca0.9In0.1MnO3,Ca1-xInxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,638,300,0.02197937455,-0.000283848,,,0.000283848,0.00109970855,0.000003665695168,Ca0.9Sn0.1MnO3,Ca1-xSnxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,639,400,0.02301596618,-0.000281694,,,0.000281694,0.00137906893,0.000003447672326,Ca0.9Sn0.1MnO3,Ca1-xSnxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,640,700,0.0208200172,-0.00025518,,,0.00025518,0.002189324929,0.000003127607042,Ca0.9Sn0.1MnO3,Ca1-xSnxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
